run_dir,Platform,Device,Algorithm,Threads,Signal_Length,Filter_Length,Backend,N_FFT,Banks,Channels,policy0_freq_min,v3d_freq,gpu_freq,dmc_freq,Device,v3d_freq_min,dmc_governor,gpu_governor,policy0_freq,policy4_freq,policy0_freq_max,policy6_freq,dmc_freq_min,TestName,Governor,gpu_freq_max,cores_online,arm_freq_min,cpu_governor,cpu_freq,cpu_freq_max,core_freq,dmc_freq_max,cpu_freq_min,arm_freq,over_voltage_min,Config_ID,governor,policy6_freq_max,policy6_freq_min,policy4_freq_min,policy4_freq_max,Config_Name,over_voltage,core_freq_min,emc_max_freq,gpu_freq_min,conv_avg_ms,total_exec_ms,Kernel Runtime,Region of Interest,idle_power_w,run_power_w
bench_logs\upols_stream_tests\2026-06-15\nano_clfft_upols_vs_GPU_freq_performance_16_banks_clvk\ID4\run1,,JetsonOrinNanoSuper,,,,,clfft-upols,,16,16,0,0,0,0,JetsonOrinNanoSuper,0,0,0,0,0,0,0,0,nano_clfft_upols_vs_GPU_freq_performance_16_banks_clvk,performance,306000000,6,0,0,0,1497600,0,0,1497600,0,0,4,0,0,0,0,0,306MHz_GPU,0,0,2133000000,306000000,1.812197,7083.250773,,,7.733333333333333,8.944827586206896
bench_logs\upols_stream_tests\2026-06-15\nano_clfft_upols_vs_GPU_freq_performance_16_banks_clvk\ID4\run2,,JetsonOrinNanoSuper,,,,,clfft-upols,,16,16,0,0,0,0,JetsonOrinNanoSuper,0,0,0,0,0,0,0,0,nano_clfft_upols_vs_GPU_freq_performance_16_banks_clvk,performance,306000000,6,0,0,0,1497600,0,0,1497600,0,0,4,0,0,0,0,0,306MHz_GPU,0,0,2133000000,306000000,1.80484,7054.836363,,,7.666666666666667,9.3
bench_logs\upols_stream_tests\2026-06-15\nano_clfft_upols_vs_GPU_freq_performance_16_banks_clvk\ID4\run3,,JetsonOrinNanoSuper,,,,,clfft-upols,,16,16,0,0,0,0,JetsonOrinNanoSuper,0,0,0,0,0,0,0,0,nano_clfft_upols_vs_GPU_freq_performance_16_banks_clvk,performance,306000000,6,0,0,0,1497600,0,0,1497600,0,0,4,0,0,0,0,0,306MHz_GPU,0,0,2133000000,306000000,1.805972,7058.936224,,,7.706666666666667,9.289473684210526
bench_logs\upols_stream_tests\2026-06-15\nano_clfft_upols_vs_GPU_freq_performance_16_banks_clvk\ID4\run4,,JetsonOrinNanoSuper,,,,,clfft-upols,,16,16,0,0,0,0,JetsonOrinNanoSuper,0,0,0,0,0,0,0,0,nano_clfft_upols_vs_GPU_freq_performance_16_banks_clvk,performance,306000000,6,0,0,0,1497600,0,0,1497600,0,0,4,0,0,0,0,0,306MHz_GPU,0,0,2133000000,306000000,1.817633,7104.609035,,,7.680000000000001,9.305263157894737
bench_logs\upols_stream_tests\2026-06-15\nano_clfft_upols_vs_GPU_freq_performance_16_banks_clvk\ID4\run5,,JetsonOrinNanoSuper,,,,,clfft-upols,,16,16,0,0,0,0,JetsonOrinNanoSuper,0,0,0,0,0,0,0,0,nano_clfft_upols_vs_GPU_freq_performance_16_banks_clvk,performance,306000000,6,0,0,0,1497600,0,0,1497600,0,0,4,0,0,0,0,0,306MHz_GPU,0,0,2133000000,306000000,1.794208,7012.81792,,,7.72,9.326315789473686
bench_logs\upols_stream_tests\2026-06-15\nano_clfft_upols_vs_GPU_freq_performance_16_banks_clvk\ID4\run6,,JetsonOrinNanoSuper,,,,,clfft-upols,,16,16,0,0,0,0,JetsonOrinNanoSuper,0,0,0,0,0,0,0,0,nano_clfft_upols_vs_GPU_freq_performance_16_banks_clvk,performance,306000000,6,0,0,0,1497600,0,0,1497600,0,0,4,0,0,0,0,0,306MHz_GPU,0,0,2133000000,306000000,1.804397,7052.718784,,,7.680000000000001,9.305263157894737
bench_logs\upols_stream_tests\2026-06-15\nano_clfft_upols_vs_GPU_freq_performance_16_banks_clvk\ID5\run1,,JetsonOrinNanoSuper,,,,,clfft-upols,,16,16,0,0,0,0,JetsonOrinNanoSuper,0,0,0,0,0,0,0,0,nano_clfft_upols_vs_GPU_freq_performance_16_banks_clvk,performance,408000000,6,0,0,0,1497600,0,0,1497600,0,0,5,0,0,0,0,0,408MHz_GPU,0,0,2133000000,408000000,1.648351,6443.347221,,,7.8,9.489473684210527
bench_logs\upols_stream_tests\2026-06-15\nano_clfft_upols_vs_GPU_freq_performance_16_banks_clvk\ID5\run2,,JetsonOrinNanoSuper,,,,,clfft-upols,,16,16,0,0,0,0,JetsonOrinNanoSuper,0,0,0,0,0,0,0,0,nano_clfft_upols_vs_GPU_freq_performance_16_banks_clvk,performance,408000000,6,0,0,0,1497600,0,0,1497600,0,0,5,0,0,0,0,0,408MHz_GPU,0,0,2133000000,408000000,1.636208,6395.672832,,,7.806666666666667,9.5
bench_logs\upols_stream_tests\2026-06-15\nano_clfft_upols_vs_GPU_freq_performance_16_banks_clvk\ID5\run3,,JetsonOrinNanoSuper,,,,,clfft-upols,,16,16,0,0,0,0,JetsonOrinNanoSuper,0,0,0,0,0,0,0,0,nano_clfft_upols_vs_GPU_freq_performance_16_banks_clvk,performance,408000000,6,0,0,0,1497600,0,0,1497600,0,0,5,0,0,0,0,0,408MHz_GPU,0,0,2133000000,408000000,1.654228,6466.125664,,,7.8133333333333335,9.5
bench_logs\upols_stream_tests\2026-06-15\nano_clfft_upols_vs_GPU_freq_performance_16_banks_clvk\ID5\run4,,JetsonOrinNanoSuper,,,,,clfft-upols,,16,16,0,0,0,0,JetsonOrinNanoSuper,0,0,0,0,0,0,0,0,nano_clfft_upols_vs_GPU_freq_performance_16_banks_clvk,performance,408000000,6,0,0,0,1497600,0,0,1497600,0,0,5,0,0,0,0,0,408MHz_GPU,0,0,2133000000,408000000,1.656317,6474.374229,,,7.84,9.505263157894737
bench_logs\upols_stream_tests\2026-06-15\nano_clfft_upols_vs_GPU_freq_performance_16_banks_clvk\ID5\run5,,JetsonOrinNanoSuper,,,,,clfft-upols,,16,16,0,0,0,0,JetsonOrinNanoSuper,0,0,0,0,0,0,0,0,nano_clfft_upols_vs_GPU_freq_performance_16_banks_clvk,performance,408000000,6,0,0,0,1497600,0,0,1497600,0,0,5,0,0,0,0,0,408MHz_GPU,0,0,2133000000,408000000,1.663455,6502.192501,,,7.806666666666667,9.531578947368422
bench_logs\upols_stream_tests\2026-06-15\nano_clfft_upols_vs_GPU_freq_performance_16_banks_clvk\ID5\run6,,JetsonOrinNanoSuper,,,,,clfft-upols,,16,16,0,0,0,0,JetsonOrinNanoSuper,0,0,0,0,0,0,0,0,nano_clfft_upols_vs_GPU_freq_performance_16_banks_clvk,performance,408000000,6,0,0,0,1497600,0,0,1497600,0,0,5,0,0,0,0,0,408MHz_GPU,0,0,2133000000,408000000,1.664229,6505.397077,,,7.84,9.5
bench_logs\upols_stream_tests\2026-06-15\nano_clfft_upols_vs_GPU_freq_performance_16_banks_clvk\ID6\run1,,JetsonOrinNanoSuper,,,,,clfft-upols,,16,16,0,0,0,0,JetsonOrinNanoSuper,0,0,0,0,0,0,0,0,nano_clfft_upols_vs_GPU_freq_performance_16_banks_clvk,performance,510000000,6,0,0,0,1497600,0,0,1497600,0,0,6,0,0,0,0,0,510MHz_GPU,0,0,2133000000,510000000,1.572256,6145.986027,,,7.920000000000001,9.673684210526314
bench_logs\upols_stream_tests\2026-06-15\nano_clfft_upols_vs_GPU_freq_performance_16_banks_clvk\ID6\run2,,JetsonOrinNanoSuper,,,,,clfft-upols,,16,16,0,0,0,0,JetsonOrinNanoSuper,0,0,0,0,0,0,0,0,nano_clfft_upols_vs_GPU_freq_performance_16_banks_clvk,performance,510000000,6,0,0,0,1497600,0,0,1497600,0,0,6,0,0,0,0,0,510MHz_GPU,0,0,2133000000,510000000,1.548493,6053.180469,,,7.920000000000001,9.68421052631579
bench_logs\upols_stream_tests\2026-06-15\nano_clfft_upols_vs_GPU_freq_performance_16_banks_clvk\ID6\run3,,JetsonOrinNanoSuper,,,,,clfft-upols,,16,16,0,0,0,0,JetsonOrinNanoSuper,0,0,0,0,0,0,0,0,nano_clfft_upols_vs_GPU_freq_performance_16_banks_clvk,performance,510000000,6,0,0,0,1497600,0,0,1497600,0,0,6,0,0,0,0,0,510MHz_GPU,0,0,2133000000,510000000,1.564043,6113.996213,,,7.94,9.7
bench_logs\upols_stream_tests\2026-06-15\nano_clfft_upols_vs_GPU_freq_performance_16_banks_clvk\ID6\run4,,JetsonOrinNanoSuper,,,,,clfft-upols,,16,16,0,0,0,0,JetsonOrinNanoSuper,0,0,0,0,0,0,0,0,nano_clfft_upols_vs_GPU_freq_performance_16_banks_clvk,performance,510000000,6,0,0,0,1497600,0,0,1497600,0,0,6,0,0,0,0,0,510MHz_GPU,0,0,2133000000,510000000,1.587541,6205.588875,,,7.920000000000001,9.652631578947368
bench_logs\upols_stream_tests\2026-06-15\nano_clfft_upols_vs_GPU_freq_performance_16_banks_clvk\ID6\run5,,JetsonOrinNanoSuper,,,,,clfft-upols,,16,16,0,0,0,0,JetsonOrinNanoSuper,0,0,0,0,0,0,0,0,nano_clfft_upols_vs_GPU_freq_performance_16_banks_clvk,performance,510000000,6,0,0,0,1497600,0,0,1497600,0,0,6,0,0,0,0,0,510MHz_GPU,0,0,2133000000,510000000,1.548009,6050.866656,,,7.913333333333333,9.678947368421051
bench_logs\upols_stream_tests\2026-06-15\nano_clfft_upols_vs_GPU_freq_performance_16_banks_clvk\ID6\run6,,JetsonOrinNanoSuper,,,,,clfft-upols,,16,16,0,0,0,0,JetsonOrinNanoSuper,0,0,0,0,0,0,0,0,nano_clfft_upols_vs_GPU_freq_performance_16_banks_clvk,performance,510000000,6,0,0,0,1497600,0,0,1497600,0,0,6,0,0,0,0,0,510MHz_GPU,0,0,2133000000,510000000,1.579203,6173.059168,,,7.913333333333333,9.657894736842104
bench_logs\upols_stream_tests\2026-06-15\nano_clfft_upols_vs_GPU_freq_performance_16_banks_clvk\ID7\run1,,JetsonOrinNanoSuper,,,,,clfft-upols,,16,16,0,0,0,0,JetsonOrinNanoSuper,0,0,0,0,0,0,0,0,nano_clfft_upols_vs_GPU_freq_performance_16_banks_clvk,performance,612000000,6,0,0,0,1497600,0,0,1497600,0,0,7,0,0,0,0,0,612MHz_GPU,0,0,2133000000,612000000,1.501161,5868.041781,,,8.026666666666667,9.838461538461539
bench_logs\upols_stream_tests\2026-06-15\nano_clfft_upols_vs_GPU_freq_performance_16_banks_clvk\ID7\run2,,JetsonOrinNanoSuper,,,,,clfft-upols,,16,16,0,0,0,0,JetsonOrinNanoSuper,0,0,0,0,0,0,0,0,nano_clfft_upols_vs_GPU_freq_performance_16_banks_clvk,performance,612000000,6,0,0,0,1497600,0,0,1497600,0,0,7,0,0,0,0,0,612MHz_GPU,0,0,2133000000,612000000,1.496126,5848.340693,,,8.04,9.815384615384616
bench_logs\upols_stream_tests\2026-06-15\nano_clfft_upols_vs_GPU_freq_performance_16_banks_clvk\ID7\run3,,JetsonOrinNanoSuper,,,,,clfft-upols,,16,16,0,0,0,0,JetsonOrinNanoSuper,0,0,0,0,0,0,0,0,nano_clfft_upols_vs_GPU_freq_performance_16_banks_clvk,performance,612000000,6,0,0,0,1497600,0,0,1497600,0,0,7,0,0,0,0,0,612MHz_GPU,0,0,2133000000,612000000,1.499694,5862.383541,,,8.033333333333333,9.8
bench_logs\upols_stream_tests\2026-06-15\nano_clfft_upols_vs_GPU_freq_performance_16_banks_clvk\ID7\run4,,JetsonOrinNanoSuper,,,,,clfft-upols,,16,16,0,0,0,0,JetsonOrinNanoSuper,0,0,0,0,0,0,0,0,nano_clfft_upols_vs_GPU_freq_performance_16_banks_clvk,performance,612000000,6,0,0,0,1497600,0,0,1497600,0,0,7,0,0,0,0,0,612MHz_GPU,0,0,2133000000,612000000,1.500705,5866.274379,,,8.106666666666666,9.8
bench_logs\upols_stream_tests\2026-06-15\nano_clfft_upols_vs_GPU_freq_performance_16_banks_clvk\ID7\run5,,JetsonOrinNanoSuper,,,,,clfft-upols,,16,16,0,0,0,0,JetsonOrinNanoSuper,0,0,0,0,0,0,0,0,nano_clfft_upols_vs_GPU_freq_performance_16_banks_clvk,performance,612000000,6,0,0,0,1497600,0,0,1497600,0,0,7,0,0,0,0,0,612MHz_GPU,0,0,2133000000,612000000,1.496917,5851.613099,,,8.053333333333333,9.876923076923077
bench_logs\upols_stream_tests\2026-06-15\nano_clfft_upols_vs_GPU_freq_performance_16_banks_clvk\ID7\run6,,JetsonOrinNanoSuper,,,,,clfft-upols,,16,16,0,0,0,0,JetsonOrinNanoSuper,0,0,0,0,0,0,0,0,nano_clfft_upols_vs_GPU_freq_performance_16_banks_clvk,performance,612000000,6,0,0,0,1497600,0,0,1497600,0,0,7,0,0,0,0,0,612MHz_GPU,0,0,2133000000,612000000,1.507938,5894.772715,,,8.046666666666667,9.846153846153847
bench_logs\upols_stream_tests\2026-06-15\nano_clfft_upols_vs_GPU_freq_performance_16_banks_clvk\ID8\run1,,JetsonOrinNanoSuper,,,,,clfft-upols,,16,16,0,0,0,0,JetsonOrinNanoSuper,0,0,0,0,0,0,0,0,nano_clfft_upols_vs_GPU_freq_performance_16_banks_clvk,performance,714000000,6,0,0,0,1497600,0,0,1497600,0,0,8,0,0,0,0,0,714MHz_GPU,0,0,2133000000,714000000,1.460154,5708.087701,,,8.12,9.930769230769231
bench_logs\upols_stream_tests\2026-06-15\nano_clfft_upols_vs_GPU_freq_performance_16_banks_clvk\ID8\run2,,JetsonOrinNanoSuper,,,,,clfft-upols,,16,16,0,0,0,0,JetsonOrinNanoSuper,0,0,0,0,0,0,0,0,nano_clfft_upols_vs_GPU_freq_performance_16_banks_clvk,performance,714000000,6,0,0,0,1497600,0,0,1497600,0,0,8,0,0,0,0,0,714MHz_GPU,0,0,2133000000,714000000,1.45931,5704.561173,,,8.12,9.953846153846154
bench_logs\upols_stream_tests\2026-06-15\nano_clfft_upols_vs_GPU_freq_performance_16_banks_clvk\ID8\run3,,JetsonOrinNanoSuper,,,,,clfft-upols,,16,16,0,0,0,0,JetsonOrinNanoSuper,0,0,0,0,0,0,0,0,nano_clfft_upols_vs_GPU_freq_performance_16_banks_clvk,performance,714000000,6,0,0,0,1497600,0,0,1497600,0,0,8,0,0,0,0,0,714MHz_GPU,0,0,2133000000,714000000,1.472181,5754.873024,,,8.16,9.961538461538462
bench_logs\upols_stream_tests\2026-06-15\nano_clfft_upols_vs_GPU_freq_performance_16_banks_clvk\ID8\run4,,JetsonOrinNanoSuper,,,,,clfft-upols,,16,16,0,0,0,0,JetsonOrinNanoSuper,0,0,0,0,0,0,0,0,nano_clfft_upols_vs_GPU_freq_performance_16_banks_clvk,performance,714000000,6,0,0,0,1497600,0,0,1497600,0,0,8,0,0,0,0,0,714MHz_GPU,0,0,2133000000,714000000,1.470901,5749.940597,,,8.113333333333333,9.930769230769231
bench_logs\upols_stream_tests\2026-06-15\nano_clfft_upols_vs_GPU_freq_performance_16_banks_clvk\ID8\run5,,JetsonOrinNanoSuper,,,,,clfft-upols,,16,16,0,0,0,0,JetsonOrinNanoSuper,0,0,0,0,0,0,0,0,nano_clfft_upols_vs_GPU_freq_performance_16_banks_clvk,performance,714000000,6,0,0,0,1497600,0,0,1497600,0,0,8,0,0,0,0,0,714MHz_GPU,0,0,2133000000,714000000,1.476103,5770.30624,,,8.113333333333333,9.923076923076923
bench_logs\upols_stream_tests\2026-06-15\nano_clfft_upols_vs_GPU_freq_performance_16_banks_clvk\ID8\run6,,JetsonOrinNanoSuper,,,,,clfft-upols,,16,16,0,0,0,0,JetsonOrinNanoSuper,0,0,0,0,0,0,0,0,nano_clfft_upols_vs_GPU_freq_performance_16_banks_clvk,performance,714000000,6,0,0,0,1497600,0,0,1497600,0,0,8,0,0,0,0,0,714MHz_GPU,0,0,2133000000,714000000,1.469927,5746.161931,,,8.113333333333333,9.946153846153846
bench_logs\upols_stream_tests\2026-06-15\nano_clfft_upols_vs_GPU_freq_performance_16_banks_clvk\ID9\run1,,JetsonOrinNanoSuper,,,,,clfft-upols,,16,16,0,0,0,0,JetsonOrinNanoSuper,0,0,0,0,0,0,0,0,nano_clfft_upols_vs_GPU_freq_performance_16_banks_clvk,performance,816000000,6,0,0,0,1497600,0,0,1497600,0,0,9,0,0,0,0,0,816MHz_GPU,0,0,2133000000,816000000,1.428256,5583.21168,,,8.213333333333333,10.099999999999998
bench_logs\upols_stream_tests\2026-06-15\nano_clfft_upols_vs_GPU_freq_performance_16_banks_clvk\ID9\run2,,JetsonOrinNanoSuper,,,,,clfft-upols,,16,16,0,0,0,0,JetsonOrinNanoSuper,0,0,0,0,0,0,0,0,nano_clfft_upols_vs_GPU_freq_performance_16_banks_clvk,performance,816000000,6,0,0,0,1497600,0,0,1497600,0,0,9,0,0,0,0,0,816MHz_GPU,0,0,2133000000,816000000,1.426583,5576.676651,,,8.213333333333333,10.061538461538463
bench_logs\upols_stream_tests\2026-06-15\nano_clfft_upols_vs_GPU_freq_performance_16_banks_clvk\ID9\run3,,JetsonOrinNanoSuper,,,,,clfft-upols,,16,16,0,0,0,0,JetsonOrinNanoSuper,0,0,0,0,0,0,0,0,nano_clfft_upols_vs_GPU_freq_performance_16_banks_clvk,performance,816000000,6,0,0,0,1497600,0,0,1497600,0,0,9,0,0,0,0,0,816MHz_GPU,0,0,2133000000,816000000,1.455608,5690.29184,,,8.213333333333333,10.069230769230769
bench_logs\upols_stream_tests\2026-06-15\nano_clfft_upols_vs_GPU_freq_performance_16_banks_clvk\ID9\run4,,JetsonOrinNanoSuper,,,,,clfft-upols,,16,16,0,0,0,0,JetsonOrinNanoSuper,0,0,0,0,0,0,0,0,nano_clfft_upols_vs_GPU_freq_performance_16_banks_clvk,performance,816000000,6,0,0,0,1497600,0,0,1497600,0,0,9,0,0,0,0,0,816MHz_GPU,0,0,2133000000,816000000,1.418654,5545.763627,,,8.346666666666668,10.084615384615384
bench_logs\upols_stream_tests\2026-06-15\nano_clfft_upols_vs_GPU_freq_performance_16_banks_clvk\ID9\run5,,JetsonOrinNanoSuper,,,,,clfft-upols,,16,16,0,0,0,0,JetsonOrinNanoSuper,0,0,0,0,0,0,0,0,nano_clfft_upols_vs_GPU_freq_performance_16_banks_clvk,performance,816000000,6,0,0,0,1497600,0,0,1497600,0,0,9,0,0,0,0,0,816MHz_GPU,0,0,2133000000,816000000,1.438256,5622.740352,,,8.2,10.141666666666666
bench_logs\upols_stream_tests\2026-06-15\nano_clfft_upols_vs_GPU_freq_performance_16_banks_clvk\ID9\run6,,JetsonOrinNanoSuper,,,,,clfft-upols,,16,16,0,0,0,0,JetsonOrinNanoSuper,0,0,0,0,0,0,0,0,nano_clfft_upols_vs_GPU_freq_performance_16_banks_clvk,performance,816000000,6,0,0,0,1497600,0,0,1497600,0,0,9,0,0,0,0,0,816MHz_GPU,0,0,2133000000,816000000,1.426502,5576.406187,,,8.233333333333333,10.099999999999998
